2020-09-07 09:51:09,b'RT @IMIBIC: \xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\x94\xac\xf0\x9f\xa6\xa0Investigadores del IMIBIC y @HUReinaSofia  de C\xc3\xb3rdoba demuestran que la administraci\xc3\xb3n de #Calcifediol en pacientes hospita\xe2\x80\xa6'
2020-09-07 09:51:05,"b'RT @nayibbukele: Este domingo 6 de septiembre, realizamos 2,454 pruebas de #COVID19\n\n2,349 negativas / 105 positivas\n\n81 locales / 24 impor\xe2\x80\xa6'"
2020-09-07 09:51:02,b'RT @Sindicato_SATSE: Si Gobierno y partidos pol\xc3\xadticos aprendieran del #COVID19 CUMPLIR\xc3\x8dAN su palabra y fortalecer\xc3\xadan la #SanidadP\xc3\xbablica con\xe2\x80\xa6'
2020-09-07 09:51:01,b'RT @GobernoAlem: Nace el colectivo @longcovidspain para dar voz a los casos de personas que han pasado la fase aguda de la enfermedad #COVI\xe2\x80\xa6'
2020-09-07 09:51:00,b'RT @Sindicato_SATSE: Si Gobierno y partidos pol\xc3\xadticos aprendieran del #COVID19 CUMPLIR\xc3\x8dAN su palabra y fortalecer\xc3\xadan la #SanidadP\xc3\xbablica con\xe2\x80\xa6'
2020-09-07 09:50:55,b'RT @ignacioaguado: \xf0\x9f\x94\xb4 RECUERDA:\n\nYa est\xc3\xa1n en vigor las nuevas medidas para frenar el avance del #COVID19 en la Comunidad de Madrid.\n\n#Prot\xc3\xa9g\xe2\x80\xa6'
2020-09-07 09:50:53,b'RT @periodicoestado: Hoy 6 de #Septiembre2020 se confirman 107 nuevos casos y dos personas fallecidas asociadas a #COVID19 en #Boyac\xc3\xa1  - Go\xe2\x80\xa6'
2020-09-07 09:50:53,"b'RT @nayibbukele: Este domingo 6 de septiembre, realizamos 2,454 pruebas de #COVID19\n\n2,349 negativas / 105 positivas\n\n81 locales / 24 impor\xe2\x80\xa6'"
2020-09-07 09:50:53,"b'RT @AntonioHdezVcos: Id preparando los bolsillos, vended vuestros aperos que la crisis econ\xc3\xb3mica post #COVID19 solo tiene una soluci\xc3\xb3n para\xe2\x80\xa6'"
2020-09-07 09:50:51,b'RT @iloveclicks: Vuelta al Cole 2020. \n\n#Vueltaalcole #coronavirus #covid19 #mascarillas #iloveclicks https://t.co/6XvfLTLXxo'
2020-09-07 09:50:44,"b'Ma\xc3\xb1ana 8 de Septiembre haremos un #Webinar para todos los Asociad@s de @ACEIAndalucia, donde aclararemos aquellas d\xe2\x80\xa6 https://t.co/5YM0Xa9JZ7'"
2020-09-07 09:50:38,"b'RT @PilarFiction: \xf0\x9f\x94\xb4PUBLICACI\xc3\x93N BOLET\xc3\x8dN DE LA @ComunidadMadrid (BOCM) d\xc3\xada 5 de Septiembre de 2020, de la Consejer\xc3\xada de Sanidad por la que se\xe2\x80\xa6'"
2020-09-07 09:50:36,b'RT @rolandoteleSUR: \xc2\xbfC\xc3\xb3mo una peque\xc3\xb1a isla del Caribe es capaz de descubrir y producir vacuna para enfrentar el mayor desaf\xc3\xado sanitario de\xe2\x80\xa6'
2020-09-07 09:50:29,b'RT @sebasugarte: #COVID19 compartiendo con @meganoticiascl un an\xc3\xa1lisis sobre la situaci\xc3\xb3n de la pandemia https://t.co/cjRReXuTKd'
2020-09-07 09:50:29,"b'RT @ObreraMetro: Un Metro sin distancia, sin ventilar, sin desinfecci\xc3\xb3n por FALTA de PLANTILLA, TRENES E INVERSI\xc3\x93N\nMetro #SinPlantilla #COV\xe2\x80\xa6'"
2020-09-07 09:50:24,b'RT @IDEA_fundacion: #FelizDomingo  Prevenir el #COVID19 depende de todos. Al salir es importante toma en cuenta esta serie de recomendacion\xe2\x80\xa6'
2020-09-07 09:50:22,b'RT @latiradeoroz: MEDIEVALEANDO !!! #Pamplona #PrivilegioDeLaUni\xc3\xb3n #COVID19 https://t.co/c0oey2rsi5'
2020-09-07 09:50:20,"b'RT @EFEKEZE: Los alumnos de #Enfermeria son un pilar fundamental para la sanidad, y m\xc3\xa1s en tiempos de #COVID19. Los necesitamos! Nos necesi\xe2\x80\xa6'"
2020-09-07 09:50:18,b'RT @Sindicato_SATSE: Si Gobierno y partidos pol\xc3\xadticos aprendieran del #COVID19 CUMPLIR\xc3\x8dAN su palabra y fortalecer\xc3\xadan la #SanidadP\xc3\xbablica con\xe2\x80\xa6'
2020-09-07 09:50:12,"b'RT @Maferba6: Otra opereta berreta a lo guazcorra. Para tapar #AguaPodrida #AySA nos intoxican, gente que vomita, tiene diarrea y fiebre y\xe2\x80\xa6'"
2020-09-07 09:50:03,b'Bono \xc2\xabH\xc3\xa9roes de la Salud\xc2\xbb comenzar\xc3\xa1 a pagarse en estados m\xc3\xa1s golpeados por el #Covid19 https://t.co/M9dCGde7MU https://t.co/fRGZeeLTrW'
2020-09-07 09:50:02,"b'Pese a que hace 50 a\xc3\xb1os que existe una vacuna contra el sarampi\xc3\xb3n, la tasa de mortalidad y las infecciones asociada\xe2\x80\xa6 https://t.co/py3vh5y2Cy'"
2020-09-07 09:50:02,b'\xc2\xbfQu\xc3\xa9 grupos de poblaci\xc3\xb3n deber\xc3\xadan ser los primeros en recibir la vacuna contra la #COVID19 si hay escasez? Expertos\xe2\x80\xa6 https://t.co/Y9XPlf2wXj'
2020-09-07 09:50:01,b'\xc2\xbfLo has le\xc3\xaddo? #COVID19 | Expertos internacionales debaten qu\xc3\xa9 personas deber\xc3\xadan ser los primeros en recibir la vac\xe2\x80\xa6 https://t.co/TND77ryHWw'
2020-09-07 09:49:57,b'RT @Sindicato_SATSE: Si Gobierno y partidos pol\xc3\xadticos aprendieran del #COVID19 CUMPLIR\xc3\x8dAN su palabra y fortalecer\xc3\xadan la #SanidadP\xc3\xbablica con\xe2\x80\xa6'
2020-09-07 09:49:49,b'RT @MiguelDlaCamara: Fotos de Infecci\xc3\xb3n por #SARSCoV2 en c\xc3\xa9lulas (epiteliales bronquiales) de v\xc3\xadas respiratorias\xe2\x81\xa0\n \xe2\x81\xa0\nDespu\xc3\xa9s de 96 horas (4\xe2\x80\xa6'
2020-09-07 09:49:44,b'RT @JesusCintora: \xe2\x80\x9cChina exhibe Wuhan como escaparate de la nueva normalidad\xe2\x80\x9d #COVID19  https://t.co/xSkJr1vSEO'
2020-09-07 09:49:40,b'RT @IMIBIC: \xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\x94\xac\xf0\x9f\xa6\xa0Investigadores del IMIBIC y @HUReinaSofia  de C\xc3\xb3rdoba demuestran que la administraci\xc3\xb3n de #Calcifediol en pacientes hospita\xe2\x80\xa6'
2020-09-07 09:49:39,b'RT @iloveclicks: Vuelta al Cole 2020. \n\n#Vueltaalcole #coronavirus #covid19 #mascarillas #iloveclicks https://t.co/6XvfLTLXxo'
2020-09-07 09:49:38,"b'RT @AsambleaCuba: La exigencia, el control, la disciplina y la responsabilidad social, constituyen hoy premisas imprescindibles para avanza\xe2\x80\xa6'"
2020-09-07 09:49:33,"b'RT @Maferba6: #VillaUrquiza #AguaPodrida #AySA gente con v\xc3\xb3mitos diarreas, cefaleas, fiebre, malestar general, diagnosticada como #Covid19\xe2\x80\xa6'"
2020-09-07 09:49:26,"b'RT @Alvisepf: Ingleses, alemanes y holandeses que vienen a Espa\xc3\xb1a de turismo, no.\n\nNigerianos, argelinos y marroqu\xc3\xades que vienen sin vacuna\xe2\x80\xa6'"
